angular_vel_x,angular_vel_y,angular_vel_z,is_anomaly
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0042567998170852,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0053209997713565,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0042567998170852,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0042567998170852,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0042567998170852,0.0,0.0,0
0.0,0.0,0.0,0
0.0042567998170852,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0042567998170852,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0042567998170852,0.0,0.0,0
0.0,0.0,0.0,0
0.0042567998170852,0.0,0.0,0
0.0042567998170852,0.0,0.0,0
0.0,0.0,0.0,0
0.0042567998170852,0.0,0.0,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.0042567998170852,0.0,0.0,0
0.0,0.0,0.0,0
0.0042567998170852,0.0,0.0,0
0.0,0.0,-0.0095777995884418,0
0.0042567998170852,0.0,-0.04043959826231,0
0.0,0.0,-0.0510816015303134,0
0.0053209997713565,0.0,-0.0500174015760421,0
0.0042567998170852,0.0,-0.059595201164484,0
0.0042567998170852,0.0,-0.0606594011187553,0
0.0,0.0,-0.0478890016674995,0
0.0042567998170852,0.0042567998170852,-0.0074494001455605,0
0.0,-0.0042567998170852,0.0,0
0.0,0.0,-0.0042567998170852,0
0.0,0.0,-0.0138346003368496,0
0.0,0.0,-0.0042567998170852,0
0.0,0.0,0.0042567998170852,0
0.0,0.0,0.0063852001912891,0
0.0,0.0,0.0042567998170852,0
0.0,0.0,-0.0042567998170852,0
0.0053209997713565,0.0,-0.0063852001912891,0
0.0095777995884418,0.0053209997713565,0.0095777995884418,0
0.0106419995427131,-0.0063852001912891,0.0085135996341705,0
0.011706200428307,0.0,0.0,0
0.0106419995427131,-0.0053209997713565,0.0,0
0.0095777995884418,-0.0127704003825783,0.0,0
0.0053209997713565,0.0,-0.0063852001912891,0
0.0053209997713565,0.011706200428307,0.0,0
0.0,0.0106419995427131,-0.0074494001455605,0
0.0,0.0138346003368496,-0.0095777995884418,0
0.0,0.0,0.0,0
0.0,0.0063852001912891,-0.014898800291121,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.017027199268341,0.0223482009023427,0.0,0
0.014898800291121,0.0106419995427131,0.0,0
0.0127704003825783,-0.0106419995427131,0.0063852001912891,0
0.0,-0.0308618005365133,-0.0212839990854263,0
0.0,-0.017027199268341,-0.0074494001455605,0
-0.0053209997713565,0.0,-0.0180913992226123,0
-0.0042567998170852,-0.0042567998170852,0.0,0
0.0,-0.014898800291121,0.0,0
0.0063852001912891,0.0,0.0,0
0.0138346003368496,-0.0053209997713565,0.0063852001912891,0
0.017027199268341,0.014898800291121,0.0,0
0.0127704003825783,0.0244766008108854,0.0,0
0.0,0.0351185984909534,-0.020219799131155,0
-0.0053209997713565,0.014898800291121,-0.0244766008108854,0
-0.0053209997713565,0.0095777995884418,-0.0053209997713565,0
0.0,-0.0287334006279706,0.011706200428307,0
0.0180913992226123,-0.0287334006279706,0.0,0
0.0191555991768836,0.0,-0.0095777995884418,0
0.0085135996341705,0.0085135996341705,0.0063852001912891,0
-0.0085135996341705,0.0063852001912891,0.0074494001455605,0
-0.0127704003825783,-0.0042567998170852,0.0,0
0.0,-0.0085135996341705,0.0063852001912891,0
0.0138346003368496,-0.0063852001912891,0.0095777995884418,0
0.0212839990854263,-0.017027199268341,0.0063852001912891,0
0.0063852001912891,0.0,-0.0042567998170852,0
-0.0095777995884418,0.0191555991768836,0.0127704003825783,0
-0.0085135996341705,0.0042567998170852,-0.0138346003368496,0
0.0138346003368496,0.0,0.0223482009023427,0
0.029797600582242,-0.0159629993140697,0.0042567998170852,0
0.0138346003368496,0.0042567998170852,-0.0127704003825783,0
0.0,0.0212839990854263,-0.020219799131155,0
-0.0053209997713565,0.0276692006736993,-0.0085135996341705,0
0.0,-0.0159629993140697,-0.0127704003825783,0
0.0191555991768836,0.0,0.0223482009023427,0
0.020219799131155,-0.0138346003368496,0.0063852001912891,0
-0.0053209997713565,0.0159629993140697,-0.0159629993140697,0
-0.011706200428307,0.0446964018046855,0.0127704003825783,0
0.017027199268341,-0.0574668012559413,0.0,0
0.0287334006279706,-0.0319259986281394,0.0,0
0.0074494001455605,0.0074494001455605,-0.0308618005365133,0
-0.0127704003825783,-0.0074494001455605,-0.0127704003825783,0
0.0,0.0095777995884418,0.0106419995427131,0
0.0244766008108854,-0.029797600582242,0.0,0
0.0106419995427131,-0.020219799131155,0.0106419995427131,0
-0.011706200428307,-0.0053209997713565,0.0,0
-0.0042567998170852,0.0127704003825783,0.0,0
0.0180913992226123,0.0,-0.0042567998170852,0
0.0212839990854263,-0.0063852001912891,-0.0095777995884418,0
-0.0053209997713565,0.0,0.0,0
-0.0127704003825783,-0.0095777995884418,-0.0063852001912891,0
0.0138346003368496,0.0106419995427131,0.0138346003368496,0
0.026605000719428,0.0106419995427131,-0.017027199268341,0
0.0074494001455605,-0.0053209997713565,-0.0138346003368496,0
-0.0127704003825783,-0.0287334006279706,-0.0255408007651567,0
0.0,0.0053209997713565,-0.0053209997713565,0
0.0234124008566141,0.0074494001455605,-0.0042567998170852,0
0.0074494001455605,-0.0042567998170852,0.0,0
-0.0159629993140697,0.0053209997713565,0.0,0
-0.0095777995884418,0.0223482009023427,-0.0085135996341705,0
0.0053209997713565,-0.0074494001455605,0.0,0
0.014898800291121,-0.0319259986281394,0.0085135996341705,0
-0.014898800291121,-0.020219799131155,-0.0191555991768836,0
-0.0074494001455605,0.014898800291121,0.020219799131155,0
0.026605000719428,-0.026605000719428,0.0,0
0.0340543985366821,-0.0542742013931274,0.0,0
0.0287334006279706,-0.0127704003825783,0.0106419995427131,0
0.0053209997713565,0.0255408007651567,0.0042567998170852,0
0.0191555991768836,0.014898800291121,0.0276692006736993,0
0.037246998399496,-0.017027199268341,0.0106419995427131,0
0.0138346003368496,-0.0180913992226123,0.0,0
-0.020219799131155,-0.0351185984909534,0.0,0
-0.0180913992226123,-0.0074494001455605,-0.0095777995884418,0
0.0106419995427131,-0.0180913992226123,0.0063852001912891,0
0.0159629993140697,0.0223482009023427,-0.026605000719428,0
-0.0063852001912891,0.0638519972562789,0.0180913992226123,0
-0.0085135996341705,0.0212839990854263,0.0,0
